thời gian bắt đầu,thời gian kết thúc,đỏ,xanh dương,xanh lá,tổng,năng xuất,

22:49:02,22:49:58,2,4,1,7,450

22:51:24,22:51:52,1,2,2,5,642

23:04:35,23:05:14,2,2,3,7,646

23:09:16,23:09:49,2,1,2,5,545

23:10:32,23:11:18,3,2,3,8,626

00:48:45,00:49:50,1,4,3,8,443

00:50:36,00:51:13,2,2,2,6,583
